/V0/PLUS (Vgs2=0.6) X,/V0/PLUS (Vgs2=0.6) Y,/V0/PLUS (Vgs2=1.475) X,/V0/PLUS (Vgs2=1.475) Y,/V0/PLUS (Vgs2=2.35) X,/V0/PLUS (Vgs2=2.35) Y
0,1.168135571940773e-07,0,3.302540516532306e-06,0,2.432293944496505e-05
0.001,-6.137258849151208e-05,0.001,-9.299067364430177e-05,0.001,-7.477344264667644e-05
0.002,-0.0001226679266816889,0.002,-0.0001891644654744963,0.002,-0.0001737584584469997
0.003,-0.0001837692102945564,0.003,-0.0002852185118347994,0.003,-0.0002727023351138102
0.004,-0.0002446764483533383,0.004,-0.0003811528134988276,0.004,-0.0003713564394541261
0.005,-0.0003053896503239097,0.005,-0.0004769673724719833,0.005,-0.0004700771163930369
0.006,-0.000365908826092557,0.006,-0.0005726621905619972,0.006,-0.000568636357581095
0.007,-0.0004262339859690076,0.007,-0.0006682372695557728,0.007,-0.0006670510649777737
0.008,-0.0004863651406895872,0.008,-0.0007636926112308013,0.008,-0.0007654523715293808
0.009000000000000001,-0.0005463023014202693,0.009000000000000001,-0.0008590282173560486,0.009000000000000001,-0.0008635955668100277
0.01,-0.0006060454797598364,0.01,-0.0009542440896923628,0.01,-0.0009617301796954437
0.011,-0.0006655946877429867,0.011,-0.001049340229992834,0.011,-0.001059720619106867
0.012,-0.0007249499378434444,0.012,-0.001144316640003241,0.012,-0.001157681001992716
0.013,-0.0007841112429771021,0.013,-0.001239173321462333,0.013,-0.001255542701505781
0.01400000000000001,-0.0008430786165051818,0.01400000000000001,-0.001333910276102375,0.01400000000000001,-0.001353168225230378
0.01500000000000001,-0.0009018520722373324,0.01500000000000001,-0.001428527505649335,0.01500000000000001,-0.001450757511014319
0.01600000000000001,-0.0009604316244348147,0.01600000000000001,-0.001523025011823475,0.01600000000000001,-0.00154821491008169
0.01700000000000001,-0.001018817287813671,0.01700000000000001,-0.001617402796339623,0.01700000000000001,-0.001645667872250517
0.01800000000000001,-0.001077009077547862,0.01800000000000001,-0.00171166086090755,0.01800000000000001,-0.001742943690431245
0.01900000000000001,-0.001135007009272453,0.01900000000000001,-0.001805799207232463,0.01900000000000001,-0.001840107353575839
0.02000000000000001,-0.001192811099086783,0.02000000000000001,-0.001899817837015266,0.02000000000000001,-0.001937170745889538
0.02100000000000001,-0.001250421363557684,0.02100000000000001,-0.001993716751953058,0.02100000000000001,-0.00203411966834916
0.02200000000000001,-0.001307837819722631,0.02200000000000001,-0.002087495953739493,0.02200000000000001,-0.002130971360875037
0.02300000000000001,-0.001365060485092982,0.02300000000000001,-0.002181155444065119,0.02300000000000001,-0.002227682078766367
0.02400000000000001,-0.001422089377657171,0.02400000000000001,-0.00227469522461787,0.02400000000000001,-0.002324372429980104
0.02500000000000002,-0.001478924515883934,0.02500000000000002,-0.002368115297083384,0.02500000000000002,-0.002420832678699373
0.02600000000000002,-0.001535565918725542,0.02600000000000002,-0.002461415663145405,0.02600000000000002,-0.002517328052584206
0.02700000000000002,-0.001592013605621016,0.02700000000000002,-0.002554596324486228,0.02700000000000002,-0.002613555641485856
0.02800000000000002,-0.001648267596499416,0.02800000000000002,-0.002647657282787074,0.02800000000000002,-0.002709680796642653
0.02900000000000002,-0.001704327911783054,0.02900000000000002,-0.002740598539728432,0.02900000000000002,-0.002805797704739894
0.03000000000000002,-0.001760194572390791,0.03000000000000002,-0.002833420096990516,0.03000000000000002,-0.002901852887985146
0.03100000000000002,-0.001815867599741303,0.03100000000000002,-0.002926121956253666,0.03100000000000002,-0.002997664852147831
0.03200000000000002,-0.001871347015756365,0.03200000000000002,-0.003018704119198705,0.03200000000000002,-0.003093577600751344
0.03300000000000002,-0.001926632842864168,0.03300000000000002,-0.003111166587507386,0.03300000000000002,-0.003189222937891496
0.03400000000000002,-0.001981725104002622,0.03400000000000002,-0.003203509362862721,0.03400000000000002,-0.003284812319298674
0.03500000000000002,-0.002036623822622657,0.03500000000000002,-0.003295732446949511,0.03500000000000002,-0.00338024457652147
0.03600000000000003,-0.002091329022691603,0.03600000000000003,-0.003387835841454594,0.03600000000000003,-0.003475622623952996
0.03700000000000003,-0.002145840728696512,0.03700000000000003,-0.003479819548067329,0.03700000000000003,-0.003570841300264146
0.03800000000000003,-0.002200158965647524,0.03800000000000003,-0.003571683568479993,0.03800000000000003,-0.003666002619337568
0.03900000000000003,-0.002254283759081253,0.03900000000000003,-0.003663427904388228,0.03900000000000003,-0.0037610077390638
0.04000000000000003,-0.002308215135064182,0.04000000000000003,-0.003755052557491304,0.04000000000000003,-0.003855957066751379
0.04100000000000003,-0.002361953120196051,0.04100000000000003,-0.003846557529492678,0.04100000000000003,-0.003950748464725298
0.04200000000000003,-0.002415497741613323,0.04200000000000003,-0.003937942822100312,0.04200000000000003,-0.004045468455185497
0.04300000000000003,-0.002468849026992579,0.04300000000000003,-0.004029208437027107,0.04300000000000003,-0.004140070656424473
0.04400000000000003,-0.002522007004554024,0.04400000000000003,-0.004120354375991338,0.04400000000000003,-0.004234545552969031
0.04500000000000003,-0.002574971703064924,0.04500000000000003,-0.004211380640716979,0.04500000000000003,-0.004328933788074708
0.04600000000000003,-0.002627743151843128,0.04600000000000003,-0.004302287232934199,0.04600000000000003,-0.004423234875826565
0.04700000000000003,-0.002680321380760592,0.04700000000000003,-0.004393074154379695,0.04700000000000003,-0.00451738888485314
0.04800000000000004,-0.002732706420246899,0.04800000000000004,-0.004483741406797181,0.04800000000000004,-0.004611455767069571
0.04900000000000004,-0.002784898301292837,0.04900000000000004,-0.004574288991937746,0.04900000000000004,-0.004705434627977136
0.05000000000000004,-0.002836897055453957,0.05000000000000004,-0.004664716911560229,0.05000000000000004,-0.004799286923220673
0.05100000000000004,-0.002888702714854227,0.05100000000000004,-0.004755025167431732,0.05100000000000004,-0.00489303190893154
0.05200000000000004,-0.002940315312189616,0.05200000000000004,-0.004845213761327971,0.05200000000000004,-0.004986669724256977
0.05300000000000004,-0.00299173488073178,0.05300000000000004,-0.004935282695033647,0.05300000000000004,-0.00508018176598328
0.05400000000000004,-0.003042961454331743,0.05400000000000004,-0.005025231970342969,0.05400000000000004,-0.005173605097424008
0.05500000000000004,-0.003093995067423598,0.05500000000000004,-0.005115061589059971,0.05500000000000004,-0.005266939128705985
0.05600000000000004,-0.003144835755028281,0.05600000000000004,-0.005204771552998946,0.05600000000000004,-0.005360147687177729
0.05700000000000004,-0.003195483552757298,0.05700000000000004,-0.005294361863984919,0.05700000000000004,-0.005453231419585344
0.05800000000000004,-0.003245938496816576,0.05800000000000004,-0.005383832523853983,0.05800000000000004,-0.005546242506726085
0.05900000000000005,-0.003296200624010287,0.05900000000000005,-0.005473183534453796,0.05900000000000005,-0.005639111918980671
0.06000000000000005,-0.003346269971744694,0.06000000000000005,-0.005562414897643904,0.06000000000000005,-0.005731907758870314
0.06100000000000005,-0.003396146578032109,0.06100000000000005,-0.005651526615296266,0.06100000000000005,-0.005824579239734667
0.06200000000000005,-0.003445830481494792,0.06200000000000005,-0.00574051868929557,0.06200000000000005,-0.00591714318858972
0.06300000000000004,-0.003495321721368981,0.06300000000000004,-0.00582939112153976,0.06300000000000004,-0.006009583854709162
0.06400000000000004,-0.003544620337508886,0.06400000000000004,-0.005918143913940356,0.06400000000000004,-0.006101933120583806
0.06500000000000004,-0.003593726370390779,0.06500000000000004,-0.006006777068422921,0.06500000000000004,-0.006194190078303377
0.06600000000000004,-0.003642639861117079,0.06600000000000004,-0.006095290586927515,0.06600000000000004,-0.006286308871760296
0.06700000000000005,-0.003691360851420558,0.06700000000000005,-0.006183684471409048,0.06700000000000005,-0.006378335418885001
0.06800000000000005,-0.00373988938366851,0.06800000000000005,-0.006271958723837758,0.06800000000000005,-0.006470268938999128
0.06900000000000005,-0.003788225500867027,0.06900000000000005,-0.006360113346199631,0.06900000000000005,-0.006562065746231204
0.07000000000000005,-0.00383636924666529,0.07000000000000005,-0.00644814834049675,0.07000000000000005,-0.006653783206928617
0.07100000000000005,-0.003884320665359966,0.07100000000000005,-0.006536063708747887,0.07100000000000005,-0.006745365325043135
0.07200000000000005,-0.003932079801899593,0.07200000000000005,-0.006623859452988734,0.07200000000000005,-0.006836866791361444
0.07300000000000005,-0.00397964670188908,0.07300000000000005,-0.006711535575272461,0.07300000000000005,-0.006928246849847936
0.07400000000000005,-0.004027021411594206,0.07400000000000005,-0.00679909207767013,0.07400000000000005,-0.007019506537110322
0.07500000000000005,-0.004074203977946343,0.07500000000000005,-0.006886528962271064,0.07500000000000005,-0.007110683913183898
0.07600000000000005,-0.004121194448546926,0.07600000000000005,-0.006973846231183311,0.07600000000000005,-0.00720172860262722
0.07700000000000005,-0.00416799287167238,0.07700000000000005,-0.007061043886534116,0.07700000000000005,-0.007292689811660959
0.07800000000000006,-0.004214599296278808,0.07800000000000006,-0.007148121930470258,0.07800000000000006,-0.00738351920019517
0.07900000000000006,-0.004261013772006909,0.07900000000000006,-0.007235080365158617,0.07900000000000006,-0.0074742526561128
0.08000000000000006,-0.004307236349186955,0.08000000000000006,-0.007321919192786429,0.08000000000000006,-0.007564878380511612
0.08100000000000006,-0.004353267078843839,0.08100000000000006,-0.00740863841556192,0.08100000000000006,-0.007655406497025507
0.08200000000000006,-0.004399106012702087,0.08200000000000006,-0.007495238035714568,0.08200000000000006,-0.007745815962139459
0.08300000000000006,-0.004444753203191215,0.08300000000000006,-0.007581718055495634,0.08300000000000006,-0.007836107261902233
0.08400000000000006,-0.004490208703450952,0.08400000000000006,-0.007668078477178557,0.08400000000000006,-0.007926300987965693
0.08500000000000006,-0.004535472567336582,0.08500000000000006,-0.007754319303059464,0.08500000000000006,-0.008016395694824931
0.08600000000000006,-0.004580544849424527,0.08600000000000006,-0.007840440535457504,0.08600000000000006,-0.008106363926467035
0.08700000000000006,-0.004625425605017886,0.08700000000000006,-0.00792644217671532,0.08700000000000006,-0.008196233266787726
0.08800000000000006,-0.004670114890152092,0.08800000000000006,-0.008012324229199555,0.08800000000000006,-0.008285994609762273
0.08900000000000007,-0.004714612761600745,0.08900000000000007,-0.008098086695301227,0.08900000000000007,-0.00837565566964283
0.09000000000000007,-0.00475891927688155,0.09000000000000007,-0.008183729577436159,0.09000000000000007,-0.008465200018019602
0.09100000000000007,-0.00480303449426228,0.09100000000000007,-0.008269252878045469,0.09100000000000007,-0.008554636538369171
0.09200000000000007,-0.004846958472766949,0.09200000000000007,-0.008354656599596003,0.09200000000000007,-0.008643964492728652
0.09300000000000007,-0.004890691272182073,0.09300000000000007,-0.008439940744580729,0.09300000000000007,-0.008733184338816924
0.09400000000000007,-0.004934232953063122,0.09400000000000007,-0.008525105315519267,0.09400000000000007,-0.008822295791604619
0.09500000000000007,-0.00497758357674097,0.09500000000000007,-0.008610150314958234,0.09500000000000007,-0.008911298955842015
0.09600000000000007,-0.00502074320532864,0.09600000000000007,-0.008695075745471823,0.09600000000000007,-0.009000193734108965
0.09700000000000007,-0.005063711901728079,0.09700000000000007,-0.008779881609662086,0.09700000000000007,-0.009088980131998365
0.09800000000000007,-0.005106489729637158,0.09800000000000007,-0.008864567910159521,0.09800000000000007,-0.009177658102970691
0.09900000000000007,-0.005149076753556782,0.09900000000000007,-0.008949134649623469,0.09900000000000007,-0.009266223257026791
0.1000000000000001,-0.005191473038798147,0.1000000000000001,-0.009033581830742527,0.1000000000000001,-0.009354684747054956
0.1010000000000001,-0.005233678651490306,0.1010000000000001,-0.009117909456235081,0.1010000000000001,-0.009443037699274881
0.1020000000000001,-0.005275693658587615,0.1020000000000001,-0.009202117528849658,0.1020000000000001,-0.009531285314911942
0.1030000000000001,-0.005317518127877711,0.1030000000000001,-0.009286206051365514,0.1030000000000001,-0.009619417822423275
0.1040000000000001,-0.005359152127989416,0.1040000000000001,-0.009370175026592938,0.1040000000000001,-0.009707447497946279
0.1050000000000001,-0.005400595728400948,0.1050000000000001,-0.009454024457373773,0.1050000000000001,-0.009795363561850977
0.1060000000000001,-0.005441848999448295,0.1060000000000001,-0.00953775434658195,0.1060000000000001,-0.009883173425001205
0.1070000000000001,-0.005482912012333833,0.1070000000000001,-0.009621364697123779,0.1070000000000001,-0.009970874641797722
0.1080000000000001,-0.005523784839135085,0.1080000000000001,-0.009704855511938584,0.1080000000000001,-0.01005846713773304
0.1090000000000001,-0.005564467552813847,0.1090000000000001,-0.009788226793998977,0.1090000000000001,-0.01014595087203806
0.1100000000000001,-0.005604960227225354,0.1100000000000001,-0.009871478546311485,0.1100000000000001,-0.01023332606776106
0.1110000000000001,-0.00564526293712783,0.1110000000000001,-0.009954610771916922,0.1110000000000001,-0.01032059179733381
0.1120000000000001,-0.005685375758192207,0.1120000000000001,-0.01003762347389087,0.1120000000000001,-0.01040774868296167
0.1130000000000001,-0.005725298767012206,0.1130000000000001,-0.01012051665534417,0.1130000000000001,-0.01049479668084562
0.1140000000000001,-0.005765032041114477,0.1140000000000001,-0.01020329031942327,0.1140000000000001,-0.01058173577413909
0.1150000000000001,-0.005804575658969315,0.1150000000000001,-0.01028594446931083,0.1150000000000001,-0.01066856591361409
0.1160000000000001,-0.005843929700001333,0.1160000000000001,-0.01036847910822619,0.1160000000000001,-0.01075528708045182
0.1170000000000001,-0.005883094244600658,0.1170000000000001,-0.01045089423942563,0.1170000000000001,-0.01084189923254638
0.1180000000000001,-0.005922069374134375,0.1180000000000001,-0.01053318986620314,0.1180000000000001,-0.01092840234328804
0.1190000000000001,-0.005960855170958282,0.1190000000000001,-0.01061536599189065,0.1190000000000001,-0.01101479637593179
0.1200000000000001,-0.005999451718428889,0.1200000000000001,-0.01069742261985858,0.1200000000000001,-0.0111010812995974
0.1210000000000001,-0.006037859100915924,0.1210000000000001,-0.01077935975351634,0.1210000000000001,-0.01118725707968196
0.1220000000000001,-0.006076077403815035,0.1220000000000001,-0.01086117739631278,0.1220000000000001,-0.01127332368342428
0.1230000000000001,-0.006114106713560983,0.1230000000000001,-0.01094287555173662,0.1230000000000001,-0.01135928107675804
0.1240000000000001,-0.00615194711764102,0.1240000000000001,-0.01102445422331699,0.1240000000000001,-0.01144512922605155
0.1250000000000001,-0.006189598704608974,0.1250000000000001,-0.01110591341462385,0.1250000000000001,-0.01153086809716403
0.1260000000000001,-0.00622706156409934,0.1260000000000001,-0.01118725312926852,0.1260000000000001,-0.01161649765594801
0.1270000000000001,-0.006264335786842142,0.1270000000000001,-0.01126847337090413,0.1270000000000001,-0.01170201786798557
0.1280000000000001,-0.006301421464678044,0.1280000000000001,-0.01134957414322605,0.1280000000000001,-0.01178742869872426
